
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             3228centroid  

                0.                 5.55482E-12
                1.E-03           414.947E-03  
                2.E-03             1.41734    
                3.5E-03            2.9051     
                5.75E-03           4.7011     
                6.59375E-03        5.30361    
                7.85938E-03        6.18621    
                8.33398E-03        6.52036    
                8.51196E-03        6.64698    
                8.77893E-03        6.84103    
                9.0459E-03         7.04732    
                9.31287E-03        7.25382    
                9.57983E-03        7.45818    
                9.8468E-03         7.66194    
               10.2473E-03         7.94365    
               10.8479E-03         8.34235    
               11.7489E-03         8.96384    
               13.1005E-03         9.96194    
               15.1278E-03        11.5976     
               18.1687E-03        14.3351     
               22.7301E-03        18.9945     
               23.8704E-03        20.2689     
               25.0108E-03        21.5775     
               26.7213E-03        23.6053     
               29.2871E-03        26.7852     
               33.1358E-03        31.8411     
               38.9088E-03        40.0001     
               47.5683E-03        53.3589     
               60.5576E-03        75.5316     
               80.0415E-03       112.888      
              109.267E-03        174.839      
              153.106E-03        277.748      
              218.864E-03        474.682      
              317.502E-03        879.494      
              417.502E-03          1.44443E+03
              517.502E-03          2.18721E+03
              617.502E-03          3.13046E+03
              717.502E-03          4.29673E+03
              817.502E-03          5.70853E+03
              917.502E-03          7.38887E+03
                1.                 8.9921E+03 
                1.                 8.9921E+03 
                1.001              8.97487E+03
                1.002              8.95093E+03
                1.0035             8.91169E+03
                1.00575            8.85163E+03
                1.00912            8.76124E+03
                1.01419            8.6256E+03 
                1.02178            8.42225E+03
                1.03317            8.11772E+03
                1.05026            7.66285E+03
                1.07589            6.98785E+03
                1.11433            6.00357E+03
                1.172              4.63291E+03
                1.25849            2.9621E+03 
                1.35849            1.90104E+03
                1.45849            2.17472E+03
                1.55849            4.32769E+03
                1.65849            9.23475E+03
                1.75849           18.7035E+03 
                1.85849           59.002E+03  
                1.86474           68.8871E+03 
                1.86631           71.8572E+03 
                1.86865           78.6183E+03 
                1.87216           97.8508E+03 
                1.87568           57.854E+03  
                1.87656           39.6987E+03 
                1.87744           24.8866E+03 
                1.87876           11.2584E+03 
                1.87925            8.58915E+03
                1.87999            6.36701E+03
                1.8811             5.4733E+03 
                1.88152            5.55754E+03
                1.88215            5.88083E+03
                1.88309            6.53937E+03
                1.88449            7.49648E+03
                1.88661            8.58778E+03
                1.88977            9.50067E+03
                1.89294            9.94803E+03
                1.89611           10.1852E+03 
                1.90086           10.3761E+03 
                1.90799           10.541E+03  
                1.91868           10.7012E+03 
                1.93471           10.8935E+03 
                1.95877           11.1821E+03 
                1.98282           11.4886E+03 
                2.                11.7123E+03 
                2.                11.7123E+03 
                2.025             11.4729E+03 
                2.05              11.1896E+03 
                2.075             10.8786E+03 
                2.1               10.5641E+03 
                2.1375            10.0913E+03 
                2.19375            9.38178E+03
                2.27813            8.31914E+03
                2.37812            7.06904E+03
                2.47813            5.83831E+03
                2.57813            4.64739E+03
                2.67812            3.52217E+03
                2.77813            2.50731E+03
                2.87812            1.68554E+03
                2.97813            1.22945E+03
                3.                 1.2086E+03 




